Date,Open,High,Low,Close,Volume,SMA_20,SMA_50,EMA_20,RSI_14,MACD,MACD_Signal,MACD_Diff,Close_Lag_1,Volume_Lag_1,Close_Lag_2,Volume_Lag_2,Close_Lag_3,Volume_Lag_3,Close_Lag_5,Volume_Lag_5,Close_Lag_7,Volume_Lag_7,Rolling_Mean_7,Rolling_Std_7,Rolling_Min_7,Rolling_Max_7,Rolling_Mean_14,Rolling_Std_14,Rolling_Min_14,Rolling_Max_14,Rolling_Mean_30,Rolling_Std_30,Rolling_Min_30,Rolling_Max_30,Year,Month,Day,DayOfWeek,Quarter,Month_Sin,Month_Cos
2010-04-14,113.23,113.66,112.78,113.03,10573838.0,110.0655,109.08816,110.84376287752127,83.02257114818448,1.1287692287001931,0.7096274761376546,0.4191417525625385,112.69,10983964.0,113.01,11118097.0,113.64,16427638.0,112.49,19127617.0,110.89,8207564.0,112.64857142857143,0.8068132491772703,111.03,113.64,110.76642857142858,2.23242747196458,106.78,113.64,109.93193333333333,1.9751833774899203,106.3,113.64,2010,4,14,2,2,0.8660254037844387,-0.4999999999999998
2010-04-15,112.9,113.71,112.85,113.65,10952007.0,110.26850000000002,109.17856000000002,111.11102355585258,83.25266214908032,1.20702860187086,0.8091077012842958,0.39792090058656426,113.03,10573838.0,112.69,10983964.0,113.01,11118097.0,112.65,12444414.0,111.03,10321993.0,113.02285714285713,0.46693019770004635,112.49,113.65,111.25714285714285,2.035089975600819,107.97,113.65,109.99926666666667,2.067346357270446,106.3,113.65,2010,4,15,3,2,0.8660254037844387,-0.4999999999999998
2010-04-16,112.5,113.07,110.54,111.24,24573703.0,110.3135,109.22936,111.12330702672377,62.12259835315639,1.0623369016271056,0.8597535413528578,0.20258336027424784,113.65,10952007.0,113.03,10573838.0,112.69,10983964.0,113.64,16427638.0,112.49,19127617.0,112.8442857142857,0.8144089296921327,111.24,113.65,111.44642857142857,1.8856894562134177,107.97,113.65,110.01293333333334,2.074370746853642,106.3,113.65,2010,4,16,4,2,0.8660254037844387,-0.4999999999999998
2010-04-19,110.8801,111.36,110.67,111.15,7992945.0,110.457,109.36496,111.12584921465483,61.04972375690609,0.9296885677993458,0.8737405466421555,0.05594802115719033,111.24,24573703.0,113.65,10952007.0,113.03,10573838.0,113.01,11118097.0,112.65,12444414.0,112.63,1.040112173437891,111.15,113.65,111.61785714285715,1.7238471223106262,107.97,113.65,110.02426666666666,2.079797386241249,106.3,113.65,2010,4,19,0,2,0.8660254037844387,-0.4999999999999998
2010-04-20,111.73,112.21,111.33,111.46,7019709.0,110.64250000000001,109.50056000000001,111.15767309897342,66.79499518768043,0.8398964137428493,0.8669717200622943,-0.02707530631944499,111.15,7992945.0,111.24,24573703.0,113.65,10952007.0,112.69,10983964.0,113.64,16427638.0,112.31857142857143,1.0133184522718541,111.15,113.65,111.86714285714285,1.3722380852596554,108.95,113.65,110.07693333333333,2.0959604980044917,106.3,113.65,2010,4,20,1,2,0.8660254037844387,-0.4999999999999998
2010-04-21,111.82,112.64,111.48,112.31,6842860.0,110.84200000000001,109.66596000000001,111.26741851811882,66.37426900584794,0.8277812341972606,0.8591336228892876,-0.031352388692027056,111.46,7019709.0,111.15,7992945.0,111.24,24573703.0,113.03,10573838.0,113.01,11118097.0,112.21857142857142,0.9672026428733976,111.15,113.65,112.10714285714286,1.086967755316881,110.26,113.65,110.16333333333334,2.1337377490237706,106.3,113.65,2010,4,21,2,2,0.8660254037844387,-0.4999999999999998
2010-04-22,111.79,112.01,110.76,111.84,9595888.0,111.119,109.79456,111.32195008782179,58.386411889596594,0.7713630025396299,0.8415794988193561,-0.07021649627972626,112.31,6842860.0,111.46,7019709.0,111.15,7992945.0,113.65,10952007.0,112.69,10983964.0,112.09714285714286,0.9513799501377648,111.15,113.65,112.22,0.9543664833883779,110.89,113.65,110.27566666666667,2.1302220757362007,106.3,113.65,2010,4,22,3,2,0.8660254037844387,-0.4999999999999998
2010-04-23,111.26,113.3,111.09,113.19,12505783.0,111.4395,109.95595999999999,111.49985960326734,61.3412228796844,0.8260625304142621,0.8384761051383374,-0.012413574724075227,111.84,9595888.0,112.31,6842860.0,111.46,7019709.0,111.24,24573703.0,113.03,10573838.0,112.12,0.979047155827368,111.15,113.65,112.38428571428572,0.9044651142287625,111.03,113.65,110.42866666666667,2.1701799279184306,106.3,113.65,2010,4,23,4,2,0.8660254037844387,-0.4999999999999998
2010-04-26,112.88,113.2,112.63,112.75,8335304.0,111.6475,110.06836,111.61892059343236,58.2375478927203,0.8244047527614526,0.8356618346629605,-0.01125708190150787,113.19,12505783.0,111.84,9595888.0,112.31,6842860.0,111.15,7992945.0,113.65,10952007.0,111.99142857142859,0.7843772173182583,111.15,113.19,112.50714285714287,0.8191499212026409,111.15,113.65,110.58866666666667,2.1580446662682884,106.3,113.65,2010,4,26,0,2,0.8660254037844387,-0.4999999999999998
2010-04-27,112.43,114.82,112.34,114.63,25029675.0,111.94149999999999,110.22015999999999,111.90569006072451,59.852670349907925,0.9636825081301907,0.8612659693564066,0.1024165387737841,112.75,8335304.0,113.19,12505783.0,111.84,9595888.0,111.46,7019709.0,111.24,24573703.0,112.47571428571429,1.1865335666394972,111.15,114.63,112.66,0.9962313602153937,111.15,114.63,110.79766666666667,2.236935532086798,106.3,114.63,2010,4,27,1,2,0.8660254037844387,-0.4999999999999998
2010-04-28,114.63,114.99,113.63,114.31,26887493.0,112.2585,110.31396,112.13467195970313,57.531760435571684,1.0362940542666195,0.8962715863384493,0.1400224679281702,114.63,25029675.0,112.75,8335304.0,113.19,12505783.0,112.31,6842860.0,111.15,7992945.0,112.92714285714285,1.1991485074241304,111.46,114.63,112.77857142857144,1.08938131448604,111.15,114.63,110.92800000000001,2.3251346271737803,106.3,114.63,2010,4,28,2,2,0.8660254037844387,-0.4999999999999998
2010-04-29,113.85,114.52,113.84,114.28,10372696.0,112.525,110.41456,112.33898891592187,53.18091451292248,1.07898066102004,0.9328134012747675,0.14616725974527256,114.31,26887493.0,114.63,25029675.0,112.75,8335304.0,111.84,9595888.0,111.46,7019709.0,113.33,1.0931148155616617,111.84,114.63,112.82428571428572,1.1405377563351666,111.15,114.63,111.08433333333332,2.3888659599718927,106.3,114.63,2010,4,29,3,2,0.8660254037844387,-0.4999999999999998
2010-04-30,115.26,115.7,115.21,115.36,13402990.0,112.78000000000002,110.52216,112.62670425726265,61.17982873453852,1.1862823539348852,0.9835071918067911,0.2027751621280941,114.28,10372696.0,114.31,26887493.0,114.63,25029675.0,113.19,12505783.0,112.31,6842860.0,113.76571428571428,1.2193558018187316,111.84,115.36,112.99214285714285,1.3275667653580343,111.15,115.36,111.25166666666668,2.507787984402275,106.3,115.36,2010,4,30,4,2,0.8660254037844387,-0.4999999999999998
2010-05-03,115.91,116.28,115.53,115.73,13567838.0,113.022,110.64736,112.92225623276144,64.39393939393943,1.286347414150967,1.0440752362756263,0.24227217787534072,115.36,13402990.0,114.28,10372696.0,114.31,26887493.0,112.75,8335304.0,111.84,9595888.0,114.32142857142857,1.0731018679734359,112.75,115.73,113.20928571428571,1.5103767450830243,111.15,115.73,111.5,2.5714319102331453,106.3,115.73,2010,5,3,0,2,0.49999999999999994,-0.8660254037844387
2010-05-04,116.39,116.43,114.17,114.87,21511407.0,113.21400000000001,110.76336,113.1077556391651,58.30324909747295,1.2814827472074342,1.0915567384619878,0.1899260087454464,115.73,13567838.0,115.36,13402990.0,114.28,10372696.0,114.63,25029675.0,113.19,12505783.0,114.56142857142856,0.9597643559999961,112.75,115.73,113.3407142857143,1.5723596392570358,111.15,115.73,111.73733333333332,2.541789938597164,106.3,115.73,2010,5,4,1,2,0.49999999999999994,-0.8660254037844387
2010-05-05,113.58,115.24,113.312,115.09,21600198.0,113.34399999999998,110.90735999999998,113.29654081638748,56.741573033707866,1.2806174640214039,1.129368883573871,0.15124858044753275,114.87,21511407.0,115.73,13567838.0,115.36,13402990.0,114.31,26887493.0,112.75,8335304.0,114.89571428571428,0.5389451778821173,114.28,115.73,113.44357142857143,1.6398011471509233,111.15,115.73,111.963,2.528422092108397,106.3,115.73,2010,5,5,2,2,0.49999999999999994,-0.8660254037844387
2010-05-06,115.62,118.62,115.57,118.486,50461171.0,113.63580000000002,111.12988000000001,113.79077502435058,81.05606034630563,1.5362515872913463,1.2107454243173663,0.32550616297397994,115.09,21600198.0,114.87,21511407.0,115.73,13567838.0,114.28,10372696.0,114.63,25029675.0,115.44657142857143,1.4398040210556802,114.28,118.486,113.96114285714286,1.9956945525937642,111.15,118.486,112.3692,2.565854275970665,106.78,118.486,2010,5,6,3,2,0.49999999999999994,-0.8660254037844387
2010-05-07,117.64,118.88,116.74,118.27,34271876.0,113.8673,111.32907999999999,114.21736787917433,80.1899592944369,1.701796822476723,1.3089557039492377,0.3928411185274854,118.486,50461171.0,115.09,21600198.0,114.87,21511407.0,115.36,13402990.0,114.31,26887493.0,116.01228571428571,1.6771970381450096,114.28,118.486,114.46971428571429,2.1270972430329445,111.46,118.486,112.75219999999999,2.5603357188273423,107.97,118.486,2010,5,7,4,2,0.49999999999999994,-0.8660254037844387
2010-05-10,117.5,117.9,116.8101,117.57,28412585.0,114.0953,111.49188,114.53666617639581,75.07798391068789,1.756263353491164,1.398417233857623,0.35784611963354096,118.27,34271876.0,118.486,50461171.0,115.09,21600198.0,115.73,13567838.0,114.28,10372696.0,116.48228571428572,1.5682952224509261,114.87,118.486,114.90614285714287,2.0885377239052882,111.84,118.486,113.05153333333334,2.5817898460554565,107.97,118.486,2010,5,10,0,2,0.49999999999999994,-0.8660254037844387
